chid,depvar,alt,ic,oc
374,0,er,1233.7,475.15
374,0,gc,834.88,190.58
374,1,gr,1030.9,168.74
374,0,hp,1203.8,285.61
375,1,ec,1116,561.68
375,0,er,1240.9,555.23
375,0,gc,923.44,229.15
375,0,gr,1253.5,207.6
375,0,hp,1207,226.61
376,0,ec,638.76,420.4
376,1,er,871.37,381.54
376,0,gc,726.94,158.65
376,0,gr,938.84,154.19
376,0,hp,989.48,218.51
377,0,ec,784.55,534.44
377,0,er,1100.8,400.62
377,1,gc,948.35,184.83
377,0,gr,1056.6,175.71
377,0,hp,1249.7,219.23
378,0,ec,986.68,602.87
378,0,er,1125.5,548.59
378,1,gc,950.87,230.79
378,0,gr,1016.2,159.9
378,0,hp,1184.2,271.07
379,0,ec,726.93,448.9
379,0,er,800.55,405.51
379,1,gc,729.68,156.05
379,0,gr,867.52,142.23
379,0,hp,1021.1,196.67
380,0,ec,803.12,539.63
380,0,er,920.97,406.81
380,1,gc,759.99,166.24
380,0,gr,808.56,148.9
380,0,hp,1057.6,216.37
381,0,ec,779,519.77
381,0,er,1001.6,430.39
381,1,gc,916.11,178.62
381,0,gr,1125.9,154.16
381,0,hp,1179.7,231.79
382,0,ec,827.53,467.65
382,1,er,1014.2,427.23
382,0,gc,848.85,155.95
382,0,gr,1054.8,158.13
382,0,hp,1055.3,235.92
383,0,ec,776.15,479.89
383,0,er,928.73,455.67
383,1,gc,774.2,162.84
383,0,gr,892.35,158.5
383,0,hp,990.22,210.31
384,0,ec,833.09,442.4
384,0,er,1003.9,418.46
384,0,gc,866.99,157.16
384,0,gr,933.83,170.39
384,1,hp,988.95,201.48
385,0,ec,824.57,518.95
385,0,er,829.13,401.19
385,0,gc,808.65,170.2
385,1,gr,916.58,156.92
385,0,hp,1044.8,220.34
386,0,ec,628.52,441.71
386,0,er,949.66,431.52
386,1,gc,687.46,126.12
386,0,gr,848.1,140.15
386,0,hp,781.79,189.03
387,0,ec,994.94,651.51
387,0,er,1286,516.69
387,1,gc,897.65,211.64
387,0,gr,1178.9,162.43
387,0,hp,1310.8,284.6
388,0,ec,735.11,313.68
388,0,er,670.31,316.69
388,1,gc,574.98,116.38
388,0,gr,670.07,108.54
388,0,hp,805.4,151.86
389,0,ec,897.29,486.4
389,0,er,1102,429.41
389,1,gc,900.74,151.77
389,0,gr,939.43,163.07
389,0,hp,1036.7,230.52
390,0,ec,897.86,497.18
390,0,er,993.85,462.32
390,0,gc,942.24,196.79
390,1,gr,936.54,172.48
390,0,hp,1212.1,259.38
391,0,ec,737.04,493.78
391,0,er,954.12,432.99
391,1,gc,765.51,191.93
391,0,gr,921.48,147.1
391,0,hp,1069,230.85
392,0,ec,949.62,635.07
392,0,er,1087.6,480.52
392,1,gc,829.04,193.76
392,0,gr,1038.6,178.62
392,0,hp,1178.2,251.73
393,0,ec,658.79,416.09
393,0,er,831.17,389.34
393,1,gc,745.52,155.87
393,0,gr,868.3,129.79
393,0,hp,1021.6,193.77
394,0,ec,738.87,489.06
394,0,er,1144,480.19
394,1,gc,786.05,171.95
394,0,gr,965.64,174.4
394,0,hp,1134.7,201.67
395,0,ec,1004.3,549.84
395,0,er,1074,512.84
395,1,gc,855.21,208.04
395,0,gr,1006.7,181.47
395,0,hp,1186.2,295.65
396,0,ec,888.78,434.79
396,0,er,1194.2,461.71
396,1,gc,823.89,163.4
396,0,gr,959.46,159.14
396,0,hp,1207.6,215.49
397,0,ec,842.81,474.89
397,0,er,1110.5,402.59
397,1,gc,808.88,165.81
397,0,gr,1083.8,187.83
397,0,hp,1091.8,263.82
398,1,ec,527.14,319.25
398,0,er,560.98,321.52
398,0,gc,487.73,135.32
398,0,gr,608.85,102.47
398,0,hp,750.97,155.01
399,0,ec,742.97,501.53
399,0,er,737.89,414.89
399,1,gc,714.03,156.45
399,0,gr,703.31,166.75
399,0,hp,913.01,183.08
400,0,ec,895.16,556.3
400,0,er,1171.5,493.25
400,1,gc,858.25,195.41
400,0,gr,1056,178.06
400,0,hp,1053.7,244.71
401,0,ec,832.2,417.75
401,0,er,918.13,363.41
401,1,gc,735.86,177.04
401,0,gr,990.86,134.88
401,0,hp,892.94,201.34
402,0,ec,890.59,443.96
402,0,er,989.58,464.09
402,1,gc,790.41,172.9
402,0,gr,966.96,177.87
402,0,hp,1093.9,197.09
403,0,ec,972.55,642.91
403,0,er,1158.5,451.85
403,1,gc,942.83,206.61
403,0,gr,1087.4,171.93
403,0,hp,1251.6,259.33
404,0,ec,881.42,411.17
404,0,er,1091.3,447.4
404,1,gc,838.8,172.93
404,0,gr,1061.3,162.44
404,0,hp,1161.7,227.65
405,0,ec,688.3,460.86
405,1,er,848.97,390.41
405,0,gc,724.76,184.91
405,0,gr,906.61,137.69
405,0,hp,1019.8,247.69
406,0,ec,816.12,410.37
406,0,er,875.46,329.39
406,1,gc,612.54,148.87
406,0,gr,722.41,132.48
406,0,hp,868.75,188.61
407,0,ec,688.79,412.95
407,0,er,900.63,448.64
407,1,gc,686.08,181.93
407,0,gr,869.79,137.56
407,0,hp,1073.8,182.43
408,0,ec,630.2,336.03
408,1,er,617,233.34
408,0,gc,571.72,110.19
408,0,gr,802.27,118.45
408,0,hp,693.97,176.57
409,1,ec,972.65,421.72
409,0,er,999.42,471.44
409,0,gc,802.27,185.64
409,0,gr,763.23,168.08
409,0,hp,1075.6,266.45
410,0,ec,956.48,485.09
410,0,er,1091.2,470.55
410,0,gc,798.94,196.2
410,1,gr,1106.3,165.87
410,0,hp,1167.8,249.82
411,1,ec,579.32,412.06
411,0,er,734.29,319.91
411,0,gc,553.05,115.37
411,0,gr,688.22,79.979
411,0,hp,716.84,132.51
412,0,ec,649.79,419.05
412,0,er,729.6,305.17
412,1,gc,697.18,146.54
412,0,gr,915.31,125.5
412,0,hp,950.03,166.92
413,0,ec,1055.5,632.62
413,0,er,1216.6,601.71
413,1,gc,899.62,218.23
413,0,gr,1066.7,208.12
413,0,hp,1255.3,259.55
414,0,ec,756.41,473
414,0,er,979.31,499.43
414,0,gc,894.81,171.78
414,1,gr,861.16,186.15
414,0,hp,1038.9,213.49
415,0,ec,1207.1,543.52
415,0,er,1177.6,600.67
415,0,gc,942.14,224.79
415,1,gr,1150.7,179.75
415,0,hp,1242.3,267.91
416,0,ec,848.21,494.14
416,0,er,942.91,444.41
416,1,gc,924.11,178.1
416,0,gr,892.66,162.44
416,0,hp,1252.1,223.12
417,0,ec,600.74,474.77
417,1,er,941.28,407.53
417,0,gc,779.35,155.08
417,0,gr,1008.5,143.94
417,0,hp,1060.6,198.49
418,1,ec,824.51,411.34
418,0,er,1092.8,488.74
418,0,gc,742.21,164.57
418,0,gr,1061.2,139.61
418,0,hp,1157.7,252.76
419,0,ec,746.97,467.21
419,0,er,1029.6,345.55
419,1,gc,748.31,165.08
419,0,gr,948.75,141.72
419,0,hp,901.49,200.68
420,0,ec,751.11,491.31
420,1,er,962.17,434.39
420,0,gc,826.29,167.15
420,0,gr,906.88,165.6
420,0,hp,1109.9,244.81
421,0,ec,678.62,528.8
421,0,er,926.42,429.47
421,1,gc,769.99,165.63
421,0,gr,990.44,145.37
421,0,hp,1037.9,233.95
422,0,ec,677,426.89
422,0,er,734.42,278.62
422,1,gc,681.35,138.74
422,0,gr,773.91,118.04
422,0,hp,868.99,158.39
423,0,ec,673.56,496.56
423,0,er,909.99,382.64
423,1,gc,607.74,142.6
423,0,gr,832.82,122.59
423,0,hp,866.02,170.93
424,0,ec,861.39,507.31
424,0,er,816.48,403.22
424,1,gc,745.82,183.71
424,0,gr,895.18,157.95
424,0,hp,982.89,224.18
425,0,ec,506.31,300.52
425,0,er,766.87,323.44
425,0,gc,543.85,122.62
425,1,gr,700.59,107.56
425,0,hp,712.22,163.81
426,1,ec,978.91,500.76
426,0,er,1042.1,500.67
426,0,gc,769.13,198.89
426,0,gr,880.28,164.65
426,0,hp,1272.5,218.7
427,0,ec,789.1,565.18
427,0,er,1064.2,507.7
427,1,gc,873.01,195.62
427,0,gr,1069.8,184.84
427,0,hp,1045.5,231.08
428,0,ec,680.55,410.01
428,0,er,968.71,367.68
428,1,gc,758.99,160.4
428,0,gr,664.09,146.48
428,0,hp,912.42,209.38
429,0,ec,731.84,476.78
429,0,er,835.86,390.86
429,1,gc,628.2,166.58
429,0,gr,843.9,139.77
429,0,hp,868.3,177.77
430,0,ec,942.92,530.84
430,0,er,1174.4,482.65
430,1,gc,734.31,192.03
430,0,gr,1073.4,159.05
430,0,hp,983.15,220.81
431,0,ec,870.86,481.08
431,0,er,1054.7,555.04
431,1,gc,694.64,203.42
431,0,gr,1022.6,180.62
431,0,hp,1138.9,247.22
432,0,ec,830.17,605.9
432,0,er,1254.9,571.11
432,0,gc,775.87,197.74
432,1,gr,1170.9,190.01
432,0,hp,1103.9,219.44
433,0,ec,1045.8,560.75
433,0,er,1038.6,531.8
433,1,gc,919.35,209.71
433,0,gr,1107.1,176.02
433,0,hp,1208,274.88
434,0,ec,987.42,526.29
434,0,er,1095.7,436.11
434,1,gc,861.98,174.42
434,0,gr,893.18,187.18
434,0,hp,1126.7,240.98
435,0,ec,734.43,422.1
435,0,er,850.06,351.19
435,1,gc,563.75,124.44
435,0,gr,760.35,137.86
435,0,hp,889.96,206.79
436,0,ec,725.26,393.07
436,0,er,804.12,369.32
436,1,gc,682.3,162.2
436,0,gr,900.17,129.91
436,0,hp,917.82,164.1
437,0,ec,1120.5,643.91
437,0,er,1236,526.42
437,1,gc,1064.3,248.43
437,0,gr,1113.2,185.95
437,0,hp,1454.8,296.38
438,0,ec,1004.5,578.71
438,0,er,1128.9,485.34
438,1,gc,834.95,180.11
438,0,gr,984.91,173.79
438,0,hp,1179.2,217.09
439,0,ec,709.8,360.78
439,0,er,827.27,378.45
439,1,gc,668.77,153.44
439,0,gr,639.3,116.06
439,0,hp,848.57,161.73
440,1,ec,847.97,483.68
440,0,er,1202.9,424.13
440,0,gc,816.69,210.65
440,0,gr,926.28,192.62
440,0,hp,1097,199.54
441,0,ec,842.38,498.09
441,0,er,845.77,419.43
441,0,gc,792.8,163.58
441,1,gr,1005.4,135.44
441,0,hp,1017.9,214.5
442,0,ec,944.05,516.06
442,0,er,1116.1,446.97
442,1,gc,879.18,179.7
442,0,gr,1041,167.76
442,0,hp,1096.8,229.79
443,0,ec,898.18,582.23
443,0,er,1046.5,506.74
443,0,gc,886.39,195.35
443,1,gr,1085.6,148.93
443,0,hp,1236,258.52
444,0,ec,929.92,550.24
444,0,er,1097,466.43
444,1,gc,818.91,195.13
444,0,gr,952.02,180.96
444,0,hp,1202.2,244.88
445,0,ec,731.23,490.63
445,0,er,726.22,406.17
445,0,gc,812.02,190.17
445,0,gr,821.46,134.81
445,1,hp,937.13,187.44
446,1,ec,689.81,454.34
446,0,er,1000.7,463.23
446,0,gc,758.86,179.59
446,0,gr,913.56,136.34
446,0,hp,896.83,215.67
447,0,ec,793.02,409.51
447,1,er,1019.8,375.35
447,0,gc,699.15,171.17
447,0,gr,870.94,136.34
447,0,hp,906.11,200.05
448,0,ec,968.86,627.96
448,0,er,1296.5,524.53
448,1,gc,991.29,218.62
448,0,gr,1101.4,206.02
448,0,hp,1299.3,258.64
449,0,ec,842.36,463.24
449,0,er,921.66,450.74
449,0,gc,757.48,151.22
449,1,gr,822.16,143.49
449,0,hp,996.68,230.47
450,0,ec,985.87,591.69
450,0,er,997.73,546.84
450,0,gc,840.59,163.96
450,1,gr,987.04,179.86
450,0,hp,1181.1,282.63
451,0,ec,694.2,518.74
451,0,er,828.46,371.34
451,0,gc,738.09,160.38
451,1,gr,850.74,132.99
451,0,hp,824.43,158.35
452,1,ec,728.77,447.79
452,0,er,933.96,428.89
452,0,gc,683.89,156.9
452,0,gr,967.88,146.87
452,0,hp,1061.1,217.73
453,0,ec,1003.4,571.97
453,0,er,1225,501.09
453,1,gc,936.46,174.53
453,0,gr,1049.6,181.96
453,0,hp,1326.2,292.19
454,0,ec,720.9,343.34
454,0,er,687.87,345.65
454,0,gc,617.38,147.21
454,0,gr,612.46,117.03
454,1,hp,926.1,176.18
455,1,ec,744.61,428.95
455,0,er,880.27,373.07
455,0,gc,767.1,156.91
455,0,gr,863.05,147.47
455,0,hp,1018.5,211.01
456,1,ec,865.07,517.64
456,0,er,1019.2,510.59
456,0,gc,858.44,186.3
456,0,gr,1093.5,189.55
456,0,hp,1213.2,233.24
457,0,ec,835.4,476.29
457,0,er,1144.1,505.25
457,1,gc,926.66,196.48
457,0,gr,1041.6,167.75
457,0,hp,1180.4,229.69
458,0,ec,891.2,564.43
458,0,er,1092.5,520.77
458,1,gc,899.64,162.01
458,0,gr,923.83,143.86
458,0,hp,1094,216.06
459,0,ec,818.13,487.85
459,0,er,1042.7,465.69
459,0,gc,790.5,183.96
459,1,gr,1083,182.29
459,0,hp,1119.9,232.71
460,0,ec,884.21,466.16
460,0,er,1147.8,517.24
460,1,gc,848.83,191.55
460,0,gr,973.17,173.22
460,0,hp,1173.3,205.95
461,0,ec,797.12,425.26
461,0,er,781.6,365.87
461,1,gc,679.29,175.03
461,0,gr,797.49,153.72
461,0,hp,1023.5,205.83
462,0,ec,839.84,479.37
462,0,er,1032,419.81
462,1,gc,801.32,184.92
462,0,gr,1035,156.23
462,0,hp,1082.9,239.17
463,0,ec,1077,596.15
463,0,er,1127.4,547.38
463,0,gc,912.38,212.93
463,1,gr,1161.9,211.35
463,0,hp,1321.9,292.74
464,0,ec,491.92,335.42
464,0,er,746.54,302.52
464,1,gc,630.56,113.87
464,0,gr,705.71,131.26
464,0,hp,994.07,150.45
465,0,ec,1007.9,588.49
465,1,er,1211.6,419.87
465,0,gc,1023.8,196.27
465,0,gr,1130.8,199.69
465,0,hp,1308.2,243.34
466,0,ec,933.87,516.85
466,0,er,1111.3,432.16
466,1,gc,821.36,190.82
466,0,gr,1082.6,172.47
466,0,hp,1219.2,231.35
467,0,ec,855.02,586.13
467,0,er,1132.4,456.27
467,0,gc,815.5,163.65
467,1,gr,1048.7,161.32
467,0,hp,1139.2,237.52
468,0,ec,986.74,450.64
468,0,er,1194.5,454.98
468,1,gc,938.01,201.71
468,0,gr,1081.7,201.22
468,0,hp,1316.3,290.56
469,0,ec,848.81,485.8
469,0,er,933.97,426.77
469,0,gc,873,192.8
469,1,gr,809.28,160.19
469,0,hp,1018.5,252.79
470,0,ec,665.94,447.37
470,0,er,878.97,398.04
470,0,gc,751.13,153.34
470,1,gr,898.65,136.73
470,0,hp,1039.1,178.59
471,0,ec,1077.3,510.62
471,0,er,1061.4,575.8
471,0,gc,939.2,171.87
471,1,gr,1133.1,191.4
471,0,hp,1278.9,236.12
472,0,ec,821.51,481.47
472,0,er,1274.2,443.26
472,1,gc,786.19,160.18
472,0,gr,931.66,150.79
472,0,hp,1049.3,238.1
473,1,ec,844.49,497.55
473,0,er,1057,397.7
473,0,gc,824.49,176.16
473,0,gr,1014.5,165.52
473,0,hp,956.99,245.96
474,0,ec,551.01,383.37
474,0,er,792.56,263.57
474,1,gc,557.63,128.91
474,0,gr,657.09,121.34
474,0,hp,762.31,140.24
475,0,ec,1029.2,590.58
475,0,er,1275,503.3
475,1,gc,851.18,182.51
475,0,gr,1090.8,193.71
475,0,hp,1199.9,238.9
476,0,ec,740.53,410.4
476,0,er,833.41,360.18
476,0,gc,647.17,132.76
476,1,gr,709.3,88.107
476,0,hp,850.05,179.79
477,0,ec,740.79,418.17
477,1,er,842.66,379.19
477,0,gc,665.68,137.66
477,0,gr,778.4,132.97
477,0,hp,916.91,200.76
478,0,ec,611.52,497.28
478,0,er,963.83,439.14
478,1,gc,673.69,158.91
478,0,gr,832.85,155.3
478,0,hp,862.61,179.36
479,1,ec,848.33,493.4
479,0,er,971.24,392.94
479,0,gc,679.63,166.39
479,0,gr,994.17,148.76
479,0,hp,1108.4,184.22
480,0,ec,580.44,339.26
480,1,er,800.33,427.51
480,0,gc,529.22,142.69
480,0,gr,683.17,110.27
480,0,hp,925.69,173.37
481,0,ec,933.53,545.01
481,0,er,1077.6,501.33
481,0,gc,899.33,188.32
481,1,gr,860.48,163.28
481,0,hp,1032.2,212.58
482,0,ec,954.32,526.7
482,0,er,1258.3,544.74
482,1,gc,1026.1,186.14
482,0,gr,1210.5,186.69
482,0,hp,1348.7,275.42
483,0,ec,667.74,420.73
483,1,er,678.27,344.6
483,0,gc,639.39,152.86
483,0,gr,761.4,95.942
483,0,hp,806.21,175.22
484,1,ec,796.91,396.64
484,0,er,1028.5,427.35
484,0,gc,815.82,179.47
484,0,gr,962.48,160.61
484,0,hp,932.12,227.33
485,0,ec,1079.9,519.6
485,0,er,1112.3,530.39
485,1,gc,852.2,197.52
485,0,gr,1098.2,181.54
485,0,hp,1107.2,241.65
486,0,ec,762.92,449
486,0,er,904.27,380.56
486,0,gc,695.33,160.63
486,1,gr,693.55,151.78
486,0,hp,939.2,213.06
487,1,ec,687.19,373.92
487,0,er,847.28,355.73
487,0,gc,611.84,137.67
487,0,gr,688.73,109.69
487,0,hp,823.23,163.53
488,1,ec,853.06,432.3
488,0,er,1140.3,452.39
488,0,gc,829.43,179.9
488,0,gr,955.41,165.39
488,0,hp,994.72,242.23
489,0,ec,830.72,505.37
489,1,er,1045.5,479.65
489,0,gc,808.14,218.27
489,0,gr,1129.4,173.61
489,0,hp,1158.2,280.39
490,0,ec,585,420.62
490,0,er,800.49,316.6
490,0,gc,632.92,162.21
490,1,gr,818.03,121.66
490,0,hp,886.42,189.06
491,0,ec,796.85,428.04
491,1,er,1027.6,378.05
491,0,gc,696.12,172.15
491,0,gr,920.04,167.23
491,0,hp,953.34,257.03
492,0,ec,938.86,402.56
492,0,er,1044,460.88
492,1,gc,732.49,185.2
492,0,gr,959.26,152.57
492,0,hp,1060,274.8
493,0,ec,726.41,497.77
493,0,er,972.72,413.51
493,1,gc,829.72,176.63
493,0,gr,946.51,164.61
493,0,hp,1188.9,205.02
494,0,ec,641.71,376.56
494,0,er,891.47,407.38
494,1,gc,708.34,150.39
494,0,gr,799.75,142.01
494,0,hp,850.8,156.85
495,0,ec,1002.8,649.53
495,0,er,1196,575.85
495,1,gc,984.84,201.15
495,0,gr,1034.5,184.27
495,0,hp,1185.8,286.82
496,0,ec,1110.1,684.48
496,0,er,1223.9,512.19
496,0,gc,1011.5,214.58
496,0,gr,1257.2,169.68
496,1,hp,1299,277.58
497,0,ec,788.58,461.64
497,0,er,1067.4,402
497,1,gc,763.27,189.92
497,0,gr,888.14,152.4
497,0,hp,1032.8,194.76
498,0,ec,943.63,549.8
498,1,er,1191,519.21
498,0,gc,901.13,216.58
498,0,gr,1088.1,188.38
498,0,hp,1156.3,248.66
499,0,ec,826.57,415.85
499,0,er,999.34,406.95
499,1,gc,774.25,165.5
499,0,gr,780.82,165.25
499,0,hp,1059.9,158.55
500,0,ec,763.87,518.29
500,0,er,927.41,432.01
500,1,gc,704.06,157.36
500,0,gr,1011,178.79
500,0,hp,1061,227.38
501,0,ec,860.86,488.6
501,0,er,924.87,415.59
501,1,gc,790.09,171.03
501,0,gr,848.81,161.4
501,0,hp,993.9,225.44
502,0,ec,844.2,619
502,0,er,1030.2,496.12
502,1,gc,955.13,176.55
502,0,gr,1041.9,182.15
502,0,hp,1088.9,229.98
503,0,ec,811.17,394.76
503,1,er,904.07,402.01
503,0,gc,681.53,155.1
503,0,gr,956.84,137.64
503,0,hp,951.18,220.6
504,0,ec,677.61,460.3
504,0,er,992.89,397.43
504,1,gc,826.07,165.28
504,0,gr,737.22,158.75
504,0,hp,1059.7,187.39
505,0,ec,604.69,263.65
505,0,er,737.82,383.15
505,1,gc,698.69,121.44
505,0,gr,744.66,112.68
505,0,hp,915.24,188.35
506,0,ec,780.74,448.51
506,0,er,1148.7,478.2
506,0,gc,843.34,164.49
506,1,gr,964.67,155.27
506,0,hp,1078.5,187.75
507,0,ec,769.48,490.12
507,0,er,963.78,455.88
507,0,gc,788.59,172.76
507,1,gr,927.72,130.55
507,0,hp,972.63,194.17
508,0,ec,759.06,393.68
508,0,er,832.32,369.4
508,1,gc,654.73,142.69
508,0,gr,841.65,140.29
508,0,hp,807.37,243.6
509,0,ec,625.77,468.64
509,0,er,937.28,380.24
509,1,gc,635.25,162.01
509,0,gr,936.49,137.85
509,0,hp,1047,172.19
510,0,ec,864.37,528.77
510,0,er,1113.8,491.57
510,1,gc,825.13,191.62
510,0,gr,998.26,156.58
510,0,hp,1160.7,271.1
511,0,ec,688.72,346.85
511,1,er,785.01,344.07
511,0,gc,611.2,133.27
511,0,gr,822.17,108.39
511,0,hp,802.44,179.33
512,0,ec,935.98,494.81
512,0,er,1044,453.2
512,1,gc,906.51,181.08
512,0,gr,960.64,155.05
512,0,hp,1022.3,219.92
513,0,ec,926.6,471.39
513,0,er,1033.8,431.74
513,0,gc,695.97,169.91
513,0,gr,1035.4,147.46
513,1,hp,966.85,249.63
514,0,ec,692.86,424.74
514,0,er,1032.1,412.35
514,1,gc,753.61,169.07
514,0,gr,941.4,164.08
514,0,hp,960.97,217.17
515,0,ec,829.89,523.28
515,0,er,1030,449.83
515,0,gc,804.17,190.42
515,1,gr,971.13,160.17
515,0,hp,1001.1,213.92
516,1,ec,731.85,420.25
516,0,er,1002.4,438.37
516,0,gc,801.67,180.07
516,0,gr,906.72,167.97
516,0,hp,924.84,203.64
517,0,ec,791.63,430.74
517,0,er,743.34,337.76
517,1,gc,652.27,162.28
517,0,gr,879.24,140.65
517,0,hp,1070,197.17
518,0,ec,583.44,430.63
518,1,er,830.4,302.24
518,0,gc,665.82,134.31
518,0,gr,907.25,138.1
518,0,hp,1003.2,154.89
519,0,ec,1065.8,571.82
519,0,er,1037.5,585.67
519,1,gc,993.35,230.32
519,0,gr,1258.1,204.74
519,0,hp,1272.7,303.01
520,0,ec,905.93,552.24
520,1,er,1097.3,456.23
520,0,gc,624.78,158.19
520,0,gr,1107.5,182.48
520,0,hp,1109.7,204.39
521,0,ec,784.76,525.5
521,0,er,1092.1,431.13
521,1,gc,798.68,182.12
521,0,gr,924.96,174.7
521,0,hp,1160.2,230.14
522,0,ec,970.7,487.82
522,0,er,924.09,391.43
522,1,gc,848.43,170.96
522,0,gr,1021.1,145.18
522,0,hp,1082.5,229.15
523,0,ec,798.02,365.67
523,0,er,1002.4,393.87
523,0,gc,856.92,168.26
523,1,gr,801.6,146.89
523,0,hp,995.99,221.22
524,0,ec,730.75,410.45
524,0,er,1007.8,333.8
524,1,gc,790.3,153.51
524,0,gr,719.45,119.22
524,0,hp,915.5,192.93
525,0,ec,727.38,507.31
525,0,er,762.02,448.55
525,1,gc,890.01,179.41
525,0,gr,903.6,154.23
525,0,hp,989.96,220.6
526,0,ec,891.91,399.76
526,0,er,987.18,450.36
526,1,gc,720.94,137.31
526,0,gr,944.97,148.01
526,0,hp,964.43,209.08
527,0,ec,1142.5,663.46
527,0,er,1340.3,579.41
527,1,gc,997.03,241.34
527,0,gr,1207.6,186.35
527,0,hp,1341.8,298.69
528,0,ec,760.98,458.25
528,0,er,788.01,368.75
528,0,gc,723.33,155.35
528,1,gr,819.04,163.76
528,0,hp,1066.6,216.27
529,0,ec,808.76,506.75
529,0,er,1114.8,396.57
529,1,gc,778.98,162.87
529,0,gr,968.37,149.5
529,0,hp,1057.6,210.79
530,0,ec,861.73,493.21
530,0,er,1089.7,424.91
530,1,gc,734.22,157.59
530,0,gr,1027.3,159.74
530,0,hp,1150.3,245.32
531,0,ec,935.56,497.91
531,0,er,984.76,441.64
531,1,gc,803.19,198.49
531,0,gr,772.82,165.21
531,0,hp,1136.2,235.04
532,0,ec,909,467.96
532,0,er,1054.7,414.29
532,1,gc,624.21,194.56
532,0,gr,939.82,172.64
532,0,hp,1075.1,217.33
533,0,ec,855.51,567.26
533,0,er,1181.3,470.97
533,1,gc,864.76,172.98
533,0,gr,914.31,163.83
533,0,hp,1087,223
534,0,ec,649.65,427.32
534,1,er,672.49,363.51
534,0,gc,602.08,139.78
534,0,gr,823.57,148.53
534,0,hp,897.79,175.1
535,0,ec,635.93,378.42
535,0,er,879.38,463.47
535,0,gc,671.48,149.37
535,1,gr,726.86,137.89
535,0,hp,879.12,163.68
536,0,ec,956.76,561.76
536,0,er,1044.8,433.02
536,1,gc,840.22,213.32
536,0,gr,986.2,157.89
536,0,hp,1125.6,254.94
537,0,ec,821.35,554.49
537,0,er,942.46,471.03
537,0,gc,854.19,180.44
537,1,gr,910.98,190.91
537,0,hp,1215.2,227.1
538,0,ec,669.75,543.19
538,0,er,1022.1,412.76
538,1,gc,779.81,158.06
538,0,gr,796.44,125.43
538,0,hp,964.88,209.57
539,0,ec,943.94,494.88
539,0,er,931.56,436.02
539,1,gc,956.86,184.62
539,0,gr,1145.4,185.17
539,0,hp,1262.4,239.05
540,0,ec,896.68,536.55
540,0,er,1044.3,435.32
540,1,gc,869.97,181.72
540,0,gr,916.53,160.16
540,0,hp,947.46,207.88
541,0,ec,886.42,521.87
541,0,er,1088.8,401.26
541,1,gc,820.54,168.09
541,0,gr,989.73,142.62
541,0,hp,1018.1,200.87
542,0,ec,749.73,409.43
542,0,er,978.3,417.97
542,0,gc,723.98,182.26
542,1,gr,908.81,162.77
542,0,hp,1096.3,232.07
543,0,ec,706.94,413.26
543,0,er,869.86,398.7
543,1,gc,731.92,164.63
543,0,gr,767.55,157.86
543,0,hp,1038.1,204.61
544,0,ec,598.84,452.71
544,0,er,855.27,390.5
544,1,gc,557.55,131.43
544,0,gr,783.22,120.49
544,0,hp,890.27,211.49
545,0,ec,718.78,398.42
545,0,er,855.17,335.08
545,1,gc,654.56,150.98
545,0,gr,812.12,123.86
545,0,hp,1015.2,227.39
546,0,ec,997.64,523.92
546,1,er,843.41,430.93
546,0,gc,846.49,181.74
546,0,gr,986.91,148.58
546,0,hp,1060.1,258.75
547,0,ec,920.52,509.1
547,0,er,995.56,469.26
547,1,gc,799.23,196.52
547,0,gr,989.23,204.26
547,0,hp,1157.8,247
548,1,ec,900.27,559.23
548,0,er,1063.4,471.42
548,0,gc,908.12,212.34
548,0,gr,913.96,171.07
548,0,hp,1043.3,238.43
549,0,ec,568.59,324.84
549,0,er,655.75,237.93
549,1,gc,517.98,85.217
549,0,gr,685.72,97.395
549,0,hp,852.77,168.14
550,0,ec,736.89,537.99
550,0,er,991.81,483.98
550,1,gc,708.01,172.18
550,0,gr,904.56,168.79
550,0,hp,1023.1,235.1
551,0,ec,887.12,462.3
551,0,er,920.16,425.92
551,1,gc,877.38,199.89
551,0,gr,1030.9,141.17
551,0,hp,1128.3,245.89
552,0,ec,1049.3,561.55
552,0,er,1283.2,497.38
552,0,gc,1001.8,239.64
552,1,gr,1126.9,189.13
552,0,hp,1371.4,267.87
553,0,ec,859.75,445.28
553,0,er,1071.6,459.96
553,1,gc,827.2,184.8
553,0,gr,871.68,172.06
553,0,hp,1146.3,242.08
554,0,ec,588.5,237.44
554,0,er,712.29,304.18
554,0,gc,525.81,109.99
554,1,gr,768.48,107.03
554,0,hp,710.59,189.58
555,0,ec,841.76,478.29
555,0,er,1117.2,484.97
555,1,gc,805.45,188.85
555,0,gr,1018.7,155.08
555,0,hp,998.25,228.51
556,1,ec,733.65,406.22
556,0,er,838.46,373.53
556,0,gc,710.17,140.31
556,0,gr,784.4,147.24
556,0,hp,872.84,172.77
557,0,ec,889.82,480.22
557,0,er,877.19,409.1
557,1,gc,727.54,159.31
557,0,gr,1017.4,143.14
557,0,hp,953.84,233.23
558,0,ec,734.35,461.46
558,0,er,840.64,419.6
558,0,gc,736.68,125.39
558,1,gr,951.14,136.15
558,0,hp,1096.1,227.43
559,0,ec,811.63,437.5
559,0,er,1044.6,464.97
559,0,gc,752.36,172.18
559,1,gr,971.81,181.96
559,0,hp,936.85,236.05
560,0,ec,747.37,406.88
560,0,er,1017.1,374.01
